Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Area
Sentosa Island,2022,9,19,0.0,0.0,0.0,0.0,27.5,29.7,25.7,6.6,29.4,South
Sentosa Island,2022,9,20,0.2,0.2,0.2,0.2,27.4,29.3,25.0,4.2,28.5,South
Sentosa Island,2022,9,21,0.0,0.0,0.0,0.0,28.4,31.6,26.2,5.6,23.0,South
Sentosa Island,2022,9,22,19.0,5.6,10.6,16.2,26.7,28.7,22.9,6.2,46.9,South
Sentosa Island,2022,9,23,0.0,0.0,0.0,0.0,28.4,31.7,26.5,5.9,17.6,South
Sentosa Island,2022,9,24,1.4,1.4,1.4,1.4,28.1,30.9,25.9,5.0,23.0,South
Sentosa Island,2022,9,25,47.2,26.4,27.4,31.8,26.8,29.7,22.8,6.8,43.2,South
Sentosa Island,2022,9,26,0.0,0.0,0.0,0.0,28.3,30.7,27.3,5.7,20.9,South
Sentosa Island,2022,9,27,0.0,0.0,0.0,0.0,28.5,32.4,26.0,4.8,24.1,South
Sentosa Island,2022,9,28,0.2,0.2,0.2,0.2,28.9,32.4,25.8,4.3,28.9,South
Sentosa Island,2022,9,29,0.0,0.0,0.0,0.0,28.1,30.5,25.5,4.0,22.4,South
Sentosa Island,2022,9,30,0.0,0.0,0.0,0.0,28.8,33.9,26.8,4.9,25.2,South
Sentosa Island,2022,10,1,14.4,4.6,6.4,7.6,27.1,30.0,24.1,4.4,32.0,South
Sentosa Island,2022,10,2,41.8,18.8,22.4,25.6,27.0,32.8,23.7,4.7,69.5,South
Sentosa Island,2022,10,3,2.6,2.0,2.0,2.0,27.0,30.4,25.3,4.3,20.2,South
Sentosa Island,2022,10,4,9.6,7.8,9.0,9.2,27.1,31.3,24.9,4.6,27.0,South
Sentosa Island,2022,10,5,55.6,27.4,44.6,49.0,26.7,28.7,23.5,5.0,27.4,South
Sentosa Island,2022,10,6,3.6,1.4,2.4,3.4,27.1,31.3,25.2,4.5,36.3,South
Sentosa Island,2022,10,7,23.8,11.4,15.0,18.0,25.6,29.4,23.3,4.5,25.9,South
Sentosa Island,2022,10,8,0.2,0.2,0.2,0.2,27.3,31.5,24.5,4.8,18.0,South
Sentosa Island,2022,10,9,3.8,3.0,3.4,3.8,27.7,30.0,23.4,4.8,30.6,South
Sentosa Island,2022,10,10,5.0,5.0,5.0,5.0,27.0,28.6,23.4,7.5,52.6,South
Sentosa Island,2022,10,11,0.4,0.2,0.2,0.2,28.4,32.2,25.5,4.1,19.8,South
Sentosa Island,2022,10,12,22.2,10.6,11.8,13.6,26.7,30.1,23.3,6.4,25.9,South
Sentosa Island,2022,10,13,0.0,0.0,0.0,0.0,28.9,32.3,26.2,5.3,24.1,South
Sentosa Island,2022,10,14,3.0,2.6,2.6,2.6,28.4,30.7,25.1,6.5,28.5,South
Sentosa Island,2022,10,15,0.0,0.0,0.0,0.0,29.2,32.7,27.2,7.2,29.1,South
Sentosa Island,2022,10,16,61.8,21.2,25.8,27.6,27.2,31.5,23.5,5.2,40.0,South
Sentosa Island,2022,10,17,50.4,21.4,40.6,48.4,27.5,31.3,23.9,5.0,35.6,South
Sentosa Island,2022,10,18,2.8,2.8,2.8,2.8,28.3,30.7,24.5,4.0,25.9,South
Sentosa Island,2022,10,19,0.0,0.0,0.0,0.0,29.0,31.6,27.4,5.1,20.6,South
Sentosa Island,2022,10,20,0.0,0.0,0.0,0.0,29.4,32.9,27.5,6.2,19.1,South
Sentosa Island,2022,10,21,38.6,19.8,31.2,38.2,26.7,28.9,23.7,3.8,29.8,South
Sentosa Island,2022,10,22,1.8,1.0,1.4,1.8,27.2,30.5,24.9,5.5,24.1,South
Sentosa Island,2022,10,23,0.2,0.2,0.2,0.2,27.6,31.5,24.8,4.3,20.2,South
Sentosa Island,2022,10,24,0.6,0.2,0.4,0.6,28.1,31.2,26.3,4.5,19.8,South
Sentosa Island,2022,10,25,25.6,12.0,19.4,21.4,27.2,31.2,23.6,5.6,23.3,South
Sentosa Island,2022,10,26,12.6,4.6,6.6,7.8,26.3,30.1,23.7,6.2,43.5,South
Sentosa Island,2022,10,27,3.4,1.8,2.2,3.2,28.3,32.5,24.7,8.7,31.3,South
Sentosa Island,2022,10,28,2.0,1.6,2.0,2.0,28.6,33.2,25.3,7.1,27.0,South
Sentosa Island,2022,10,29,0.2,0.2,0.2,0.2,28.4,31.8,25.7,4.4,22.6,South
Sentosa Island,2022,10,30,22.6,8.4,11.4,16.4,28.2,32.3,23.8,5.6,34.6,South
Sentosa Island,2022,10,31,9.4,2.8,9.8,15.8,27.8,32.3,23.8,5.1,23.7,South
Sentosa Island,2022,11,1,1.0,0.8,0.8,0.8,27.9,30.2,25.1,4.1,37.8,South
Sentosa Island,2022,11,2,0.8,0.8,0.8,0.8,28.1,31.8,25.9,4.6,21.7,South
Sentosa Island,2022,11,3,2.0,1.2,1.4,1.8,27.6,30.4,25.2,4.7,20.6,South
Sentosa Island,2022,11,4,7.4,6.0,6.0,6.0,28.3,32.9,23.9,5.5,26.3,South
Sentosa Island,2022,11,5,39.6,14.8,25.4,31.4,25.5,27.3,22.9,4.3,43.5,South
Sentosa Island,2022,11,6,0.2,0.2,0.2,0.2,27.1,31.1,24.9,4.3,29.8,South
Sentosa Island,2022,11,7,2.6,1.0,1.4,1.8,27.0,30.2,25.1,5.3,23.3,South
Sentosa Island,2022,11,8,9.2,7.0,8.0,9.0,26.9,32.9,24.2,3.0,24.4,South
Sentosa Island,2022,11,9,0.2,0.2,0.2,0.2,27.0,29.9,24.6,4.1,24.1,South
Sentosa Island,2022,11,10,6.4,1.6,2.4,4.4,27.1,31.3,24.6,4.0,20.2,South
Sentosa Island,2022,11,11,1.6,1.0,1.0,1.0,27.3,30.1,25.2,4.5,19.4,South
Sentosa Island,2022,11,12,6.4,6.0,6.2,6.4,26.6,31.0,24.9,3.7,20.6,South
Sentosa Island,2022,11,13,0.0,0.0,0.0,0.0,27.2,31.6,24.3,4.1,38.2,South
Sentosa Island,2022,11,14,8.4,6.6,7.0,8.2,27.3,30.1,23.4,5.5,45.4,South
Sentosa Island,2022,11,15,1.2,1.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,South
Sentosa Island,2022,11,16,3.2,1.0,1.2,1.6,28.0,32.5,25.3,5.0,23.3,South
Sentosa Island,2022,11,17,6.4,4.8,6.4,6.4,28.0,32.1,23.8,5.2,24.4,South
Sentosa Island,2022,11,18,0.0,0.0,0.0,0.0,29.2,32.3,27.1,7.4,28.9,South
Sentosa Island,2022,11,19,7.2,2.6,4.0,5.6,26.5,28.3,23.4,6.0,42.0,South
Sentosa Island,2022,11,20,2.0,0.8,0.8,1.2,27.7,29.9,24.9,8.6,33.5,South
Sentosa Island,2022,11,21,2.0,2.0,2.0,2.0,28.9,32.3,24.6,8.4,41.1,South
Sentosa Island,2022,11,22,2.4,2.4,2.4,2.4,29.8,33.4,26.5,7.2,30.2,South
Sentosa Island,2022,11,23,2.2,1.4,1.6,1.6,27.7,29.2,24.2,6.6,46.1,South
Sentosa Island,2022,11,24,14.2,11.2,14.2,14.2,29.0,33.4,24.1,5.7,43.5,South
Sentosa Island,2022,11,25,8.0,11.8,17.4,19.4,28.1,31.1,24.1,6.6,29.8,South
Sentosa Island,2022,11,26,0.0,0.0,0.0,0.0,28.3,31.0,26.5,4.4,18.7,South
Sentosa Island,2022,11,27,1.8,1.4,1.4,1.4,26.5,27.9,23.6,4.4,42.8,South
Sentosa Island,2022,11,28,0.6,0.6,0.6,0.6,27.7,31.3,25.3,4.1,23.7,South
Sentosa Island,2022,11,29,18.6,11.6,11.8,16.6,27.2,32.5,24.2,3.3,25.2,South
Sentosa Island,2022,11,30,8.2,6.6,7.4,8.2,27.2,32.7,23.9,4.3,26.3,South
Sentosa Island,2022,12,1,36.0,31.8,34.6,34.6,26.5,32.6,23.2,3.9,43.9,South
Sentosa Island,2022,12,2,1.8,1.8,1.8,1.8,26.9,29.7,25.5,5.7,27.0,South
Sentosa Island,2022,12,3,4.6,3.2,3.6,4.4,27.5,31.5,23.8,6.0,34.6,South
Sentosa Island,2022,12,4,13.0,11.6,12.0,12.4,27.3,30.2,23.9,4.8,23.0,South
Sentosa Island,2022,12,5,11.6,9.8,11.2,11.4,26.9,32.2,25.5,3.4,18.0,South
Sentosa Island,2022,12,6,10.6,9.6,9.8,10.6,27.0,31.3,25.1,3.6,19.4,South
Sentosa Island,2022,12,7,4.0,3.4,4.0,4.0,27.5,32.8,25.6,3.9,21.7,South
Sentosa Island,2022,12,8,6.0,5.2,5.4,5.8,26.8,31.2,24.4,4.3,28.5,South
Sentosa Island,2022,12,9,10.4,8.4,8.4,10.2,26.6,29.5,24.8,6.4,25.9,South
Sentosa Island,2022,12,10,0.8,0.6,0.8,0.8,27.0,30.1,25.1,4.2,17.6,South
Sentosa Island,2022,12,11,68.4,20.8,35.8,50.2,25.7,27.0,23.7,3.8,43.5,South
Sentosa Island,2022,12,12,0.0,0.0,0.0,0.0,27.1,29.9,24.8,3.1,12.6,South
Sentosa Island,2022,12,13,17.8,14.4,15.2,15.2,26.4,31.9,24.4,5.4,31.3,South
Sentosa Island,2022,12,14,0.0,0.0,0.0,0.0,26.6,29.4,25.1,4.6,25.6,South
Sentosa Island,2022,12,15,5.6,1.2,2.2,3.4,26.1,28.4,24.6,3.4,18.3,South
Sentosa Island,2022,12,16,1.4,0.8,0.8,1.4,27.6,33.8,24.8,3.9,27.8,South
Sentosa Island,2022,12,17,0.0,0.0,0.0,0.0,28.0,32.1,25.6,3.6,20.9,South
Sentosa Island,2022,12,18,0.0,0.0,0.0,0.0,27.9,33.1,25.4,4.7,22.0,South
Sentosa Island,2022,12,19,0.0,0.0,0.0,0.0,26.9,29.4,25.9,4.3,18.3,South
Sentosa Island,2022,12,20,1.0,0.6,0.8,1.0,27.3,34.0,24.5,3.9,23.7,South
Sentosa Island,2022,12,21,4.4,4.2,4.4,4.4,27.2,30.9,24.8,4.8,19.8,South
Sentosa Island,2022,12,22,0.6,0.6,0.6,0.6,26.7,29.6,25.1,5.1,23.7,South
Sentosa Island,2022,12,23,1.8,0.8,0.8,0.8,26.5,30.9,24.6,4.6,32.8,South
Sentosa Island,2022,12,24,0.0,0.0,0.0,0.0,27.7,31.5,25.3,5.5,29.8,South
Sentosa Island,2022,12,25,0.4,0.4,0.4,0.4,27.7,32.9,25.3,5.4,31.3,South
Sentosa Island,2022,12,26,0.0,0.0,0.0,0.0,27.9,31.7,26.0,6.7,31.3,South
Sentosa Island,2022,12,27,2.8,1.2,2.0,2.8,27.3,32.9,24.4,5.5,27.0,South
Sentosa Island,2022,12,28,0.0,0.0,0.0,0.0,27.4,30.9,25.7,4.9,26.3,South
Sentosa Island,2022,12,29,7.2,7.2,7.2,7.2,27.3,32.2,24.5,4.9,22.0,South
Sentosa Island,2022,12,30,0.2,0.2,0.2,0.2,27.7,32.9,25.8,5.5,28.9,South
Sentosa Island,2022,12,31,1.6,1.0,1.2,1.2,27.7,32.3,24.1,6.3,38.9,South
Ang Mo Kio,2022,1,1,26.4,12.6,14.2,19.4,25.1,29.8,23.5,4.1,27.0,Central
Ang Mo Kio,2022,1,2,85.8,20.2,38.8,45.4,23.8,24.6,22.9,4.3,29.4,Central
Ang Mo Kio,2022,1,3,2.4,1.8,1.8,2.0,25.8,30.8,23.3,4.7,30.6,Central
Ang Mo Kio,2022,1,4,11.8,6.6,8.8,9.6,25.8,30.3,24.1,5.4,34.6,Central
Ang Mo Kio,2022,1,5,0.2,0.2,0.2,0.2,28.0,33.7,24.9,6.6,29.8,Central
Ang Mo Kio,2022,1,6,0.0,0.0,0.0,0.0,28.2,32.6,25.6,7.2,35.0,Central
Ang Mo Kio,2022,1,7,76.0,44.2,71.6,74.8,27.4,32.4,24.5,6.1,28.9,Central
Ang Mo Kio,2022,1,8,0.2,0.2,0.2,0.2,27.2,30.8,25.2,7.5,31.7,Central
Ang Mo Kio,2022,1,9,0.4,0.4,0.4,0.4,27.6,31.2,25.3,7.9,34.6,Central
Ang Mo Kio,2022,1,10,0.0,0.0,0.0,0.0,27.6,32.0,25.2,8.4,34.3,Central
Ang Mo Kio,2022,1,11,0.0,0.0,0.0,0.0,27.5,32.0,24.9,7.6,31.3,Central
Ang Mo Kio,2022,1,12,0.0,0.0,0.0,0.0,27.3,31.9,24.9,9.3,37.0,Central
Ang Mo Kio,2022,1,13,0.0,0.0,0.0,0.0,27.2,32.0,24.2,8.4,30.6,Central
Ang Mo Kio,2022,1,14,0.0,0.0,0.0,0.0,27.2,31.4,24.6,8.6,34.6,Central
Ang Mo Kio,2022,1,15,0.0,0.0,0.0,0.0,27.6,32.6,25.1,8.4,31.7,Central
Ang Mo Kio,2022,1,16,0.0,0.0,0.0,0.0,27.7,31.8,25.3,9.1,35.2,Central
Ang Mo Kio,2022,1,17,0.0,0.0,0.0,0.0,27.3,30.2,25.5,8.7,34.3,Central
Ang Mo Kio,2022,1,18,0.0,0.0,0.0,0.0,27.6,31.7,25.0,9.4,38.2,Central
Ang Mo Kio,2022,1,19,8.6,8.6,8.6,8.6,26.7,30.6,23.0,8.1,38.5,Central
Ang Mo Kio,2022,1,20,1.6,1.6,1.6,1.6,27.1,31.8,25.2,6.7,30.2,Central
Ang Mo Kio,2022,1,21,0.0,0.0,0.0,0.0,27.3,32.5,24.4,8.4,33.9,Central
Ang Mo Kio,2022,1,22,0.0,0.0,0.0,0.0,27.6,33.0,24.7,7.0,27.0,Central
Ang Mo Kio,2022,1,23,0.0,0.0,0.0,0.0,27.8,33.3,24.8,6.0,26.7,Central
Ang Mo Kio,2022,1,24,0.0,0.0,0.0,0.0,27.8,33.8,24.9,5.5,23.0,Central
Ang Mo Kio,2022,1,25,0.0,0.0,0.0,0.0,27.9,32.9,24.7,8.1,29.4,Central
Ang Mo Kio,2022,1,26,0.0,0.0,0.0,0.0,28.0,33.1,25.4,6.5,29.4,Central
Ang Mo Kio,2022,1,27,0.0,0.0,0.0,0.0,27.8,32.7,25.3,6.9,30.9,Central
Ang Mo Kio,2022,1,28,0.0,0.0,0.0,0.0,28.2,33.9,24.8,7.3,32.0,Central
Ang Mo Kio,2022,1,29,0.0,0.0,0.0,0.0,27.9,33.5,25.0,6.9,31.3,Central
Ang Mo Kio,2022,1,30,21.0,18.0,18.8,19.0,27.1,33.6,24.3,6.0,28.2,Central
Ang Mo Kio,2022,1,31,0.0,0.0,0.0,0.0,27.8,33.1,24.8,6.9,30.9,Central
Ang Mo Kio,2022,2,1,0.0,0.0,0.0,0.0,27.8,32.6,25.3,7.9,38.9,Central
Ang Mo Kio,2022,2,2,0.0,0.0,0.0,0.0,28.1,32.3,25.0,6.4,30.9,Central
Ang Mo Kio,2022,2,3,0.0,0.0,0.0,0.0,28.4,33.4,25.4,8.5,38.2,Central
Ang Mo Kio,2022,2,4,0.2,0.2,0.2,0.2,28.4,32.6,26.0,9.7,40.4,Central
Ang Mo Kio,2022,2,5,3.6,2.2,2.6,3.0,27.4,32.0,25.5,8.4,35.9,Central
Ang Mo Kio,2022,2,6,11.4,2.2,3.4,4.4,26.0,29.7,24.4,5.0,30.2,Central
Ang Mo Kio,2022,2,7,1.6,0.8,1.2,1.6,26.4,29.2,24.5,6.5,24.4,Central
Ang Mo Kio,2022,2,8,0.8,0.4,0.6,0.6,26.6,31.0,24.1,5.6,28.5,Central
Ang Mo Kio,2022,2,9,20.0,9.2,9.4,10.8,25.9,31.6,24.0,4.6,39.3,Central
Ang Mo Kio,2022,2,10,16.4,2.2,3.0,4.4,24.4,25.5,23.5,4.6,19.8,Central
Ang Mo Kio,2022,2,11,5.4,2.6,3.0,4.0,25.3,28.8,23.2,5.0,31.7,Central
Ang Mo Kio,2022,2,12,0.8,0.4,0.8,0.8,27.1,31.9,23.9,6.0,32.4,Central
Ang Mo Kio,2022,2,13,3.8,3.6,3.6,3.6,27.0,32.2,24.9,5.3,20.2,Central
Ang Mo Kio,2022,2,14,0.4,0.4,0.4,0.4,27.6,31.8,25.0,6.4,26.3,Central
Ang Mo Kio,2022,2,15,0.0,0.0,0.0,0.0,28.3,32.4,26.2,8.1,31.7,Central
Ang Mo Kio,2022,2,16,9.6,5.6,8.6,9.0,26.3,28.3,22.6,4.4,55.4,Central
Ang Mo Kio,2022,2,17,0.0,0.0,0.0,0.0,27.8,32.6,23.4,6.2,35.2,Central
Ang Mo Kio,2022,2,18,0.0,0.0,0.0,0.0,28.7,32.7,26.4,8.2,28.5,Central
Ang Mo Kio,2022,2,19,0.2,0.2,0.2,0.2,28.0,32.4,26.0,5.5,39.3,Central
Ang Mo Kio,2022,2,20,33.6,21.8,31.8,33.6,27.1,34.9,22.7,5.0,43.5,Central
Ang Mo Kio,2022,2,21,0.0,0.0,0.0,0.0,28.1,32.7,25.2,7.0,32.4,Central
Ang Mo Kio,2022,2,22,0.0,0.0,0.0,0.0,28.0,32.7,25.1,7.4,32.8,Central
Ang Mo Kio,2022,2,23,0.0,0.0,0.0,0.0,27.6,32.1,25.7,7.3,34.6,Central
Ang Mo Kio,2022,2,24,17.8,6.2,9.6,10.4,25.1,27.6,23.4,6.3,35.6,Central
Ang Mo Kio,2022,2,25,17.8,17.8,17.8,17.8,26.9,33.0,23.3,6.5,35.2,Central
Ang Mo Kio,2022,2,26,0.0,0.0,0.0,0.0,27.0,29.8,25.1,4.6,23.3,Central
Ang Mo Kio,2022,2,27,37.4,19.2,24.8,35.0,26.2,30.2,23.2,5.8,31.7,Central
Ang Mo Kio,2022,2,28,0.0,0.0,0.0,0.0,27.5,32.1,24.7,8.4,34.6,Central
Ang Mo Kio,2022,3,1,0.0,0.0,0.0,0.0,27.7,32.6,25.4,6.8,29.8,Central
Ang Mo Kio,2022,3,2,64.0,26.8,33.8,63.6,26.9,32.8,22.4,6.7,50.0,Central
Ang Mo Kio,2022,3,3,23.6,21.0,22.4,23.4,27.2,33.3,23.5,5.6,27.0,Central
Ang Mo Kio,2022,3,4,0.0,0.0,0.0,0.0,27.6,31.1,25.6,7.1,29.4,Central
Ang Mo Kio,2022,3,5,69.4,48.4,67.2,69.2,27.3,33.6,22.2,5.0,41.1,Central
Ang Mo Kio,2022,3,6,0.0,0.0,0.0,0.0,27.2,31.7,25.3,3.7,17.6,Central
Ang Mo Kio,2022,3,7,55.8,36.0,50.6,55.0,27.0,32.4,23.8,6.1,31.7,Central
Ang Mo Kio,2022,3,8,0.0,0.0,0.0,0.0,27.9,31.9,25.3,5.6,25.2,Central
Ang Mo Kio,2022,3,9,0.6,0.6,0.6,0.6,27.8,31.5,25.7,7.3,32.0,Central
Ang Mo Kio,2022,3,10,14.2,12.6,14.2,14.2,27.5,31.7,22.5,7.3,35.0,Central
Ang Mo Kio,2022,3,11,2.8,1.4,1.8,2.6,27.6,33.7,25.7,5.6,25.6,Central
Ang Mo Kio,2022,3,12,0.0,0.0,0.0,0.0,28.0,34.5,24.9,6.0,27.4,Central
Ang Mo Kio,2022,3,13,0.0,0.0,0.0,0.0,28.7,35.4,25.3,5.2,22.6,Central
Ang Mo Kio,2022,3,14,0.8,0.4,0.6,0.8,28.4,33.5,25.8,5.6,24.1,Central
Ang Mo Kio,2022,3,15,27.2,17.0,24.2,24.2,26.3,32.2,23.1,5.3,32.4,Central
Ang Mo Kio,2022,3,16,2.8,1.8,2.8,2.8,28.0,32.7,24.7,4.4,21.3,Central
Ang Mo Kio,2022,3,17,25.6,23.0,23.0,23.2,27.6,32.0,25.3,4.1,20.6,Central
Ang Mo Kio,2022,3,18,0.0,0.0,0.0,0.0,28.7,33.6,25.5,5.2,24.4,Central
Ang Mo Kio,2022,3,19,0.0,0.0,0.0,0.0,30.1,36.2,26.8,5.7,23.7,Central
Ang Mo Kio,2022,3,20,0.0,0.0,0.0,0.0,29.3,33.3,26.9,6.4,25.9,Central
Ang Mo Kio,2022,3,21,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,Central
Ang Mo Kio,2022,3,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Central
Ang Mo Kio,2022,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Central
Ang Mo Kio,2022,3,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Central
Ang Mo Kio,2022,3,25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Central
Ang Mo Kio,2022,3,26,4.4,4.2,4.4,4.4,28.2,34.6,25.2,5.1,29.8,Central
Ang Mo Kio,2022,3,27,0.0,0.0,0.0,0.0,29.0,35.2,25.1,4.3,29.8,Central
Ang Mo Kio,2022,3,28,15.2,13.4,15.0,15.2,28.1,34.1,24.4,5.0,41.9,Central
Ang Mo Kio,2022,3,29,58.0,53.0,57.8,58.0,27.9,34.0,23.1,4.9,29.8,Central
Ang Mo Kio,2022,3,30,0.0,0.0,0.0,0.0,29.0,34.7,25.8,4.9,24.8,Central
Ang Mo Kio,2022,3,31,14.0,10.0,14.0,14.0,28.1,33.9,24.0,4.8,33.5,Central
Ang Mo Kio,2022,4,1,0.0,0.0,0.0,0.0,29.1,35.2,25.7,4.4,27.8,Central
Ang Mo Kio,2022,4,2,1.8,1.0,1.8,1.8,28.4,35.4,25.7,4.0,35.0,Central
Ang Mo Kio,2022,4,3,5.6,4.2,4.6,5.2,26.8,30.7,24.5,3.8,27.8,Central
Ang Mo Kio,2022,4,4,0.0,0.0,0.0,0.0,27.6,33.9,23.8,4.3,21.3,Central
Ang Mo Kio,2022,4,5,0.0,0.0,0.0,0.0,27.8,30.5,26.0,5.9,27.4,Central
Ang Mo Kio,2022,4,6,43.0,35.2,41.6,42.6,27.8,34.7,23.0,4.8,55.4,Central
Ang Mo Kio,2022,4,7,0.2,0.2,0.2,0.2,26.4,27.9,24.8,5.0,24.4,Central
Ang Mo Kio,2022,4,8,0.0,0.0,0.0,0.0,27.9,34.9,24.9,5.0,32.8,Central
Ang Mo Kio,2022,4,9,2.6,1.4,1.6,2.6,26.7,30.8,23.2,4.6,40.4,Central
Ang Mo Kio,2022,4,10,12.6,11.6,12.6,12.6,27.2,33.0,24.5,4.2,23.0,Central
Ang Mo Kio,2022,4,11,16.2,10.4,15.8,16.0,26.7,31.7,23.4,3.7,35.9,Central
Ang Mo Kio,2022,4,12,0.2,0.2,0.2,0.2,28.1,33.4,24.9,3.3,19.4,Central
Ang Mo Kio,2022,4,13,0.0,0.0,0.0,0.0,28.4,32.7,26.0,4.5,27.0,Central
Ang Mo Kio,2022,4,14,5.2,3.4,4.4,5.0,28.9,33.6,22.9,6.0,39.6,Central
Ang Mo Kio,2022,4,15,6.6,2.4,3.8,4.8,28.6,32.2,24.6,5.7,38.5,Central
Ang Mo Kio,2022,4,16,6.2,5.6,6.2,6.2,29.3,33.3,23.9,5.0,34.6,Central
Ang Mo Kio,2022,4,17,14.8,8.0,8.6,8.6,28.6,34.4,25.6,5.4,33.5,Central
Ang Mo Kio,2022,4,18,18.2,3.6,5.4,7.2,27.4,33.2,24.1,6.1,27.0,Central
Ang Mo Kio,2022,4,19,36.6,28.0,32.0,33.4,27.3,33.5,23.6,4.4,40.0,Central
Ang Mo Kio,2022,4,20,4.0,3.4,3.6,3.6,27.9,34.0,26.0,4.0,28.5,Central
Ang Mo Kio,2022,4,21,13.0,9.0,9.6,11.0,26.1,27.7,24.0,3.7,29.1,Central
Ang Mo Kio,2022,4,22,0.0,0.0,0.0,0.0,28.6,33.3,24.8,6.1,30.2,Central
Ang Mo Kio,2022,4,23,28.8,24.0,28.6,28.8,28.4,34.0,23.1,4.6,42.0,Central
Ang Mo Kio,2022,4,24,0.0,0.0,0.0,0.0,29.1,32.1,26.5,4.6,23.0,Central
Ang Mo Kio,2022,4,25,26.8,15.6,16.2,16.2,28.2,32.7,24.6,4.0,32.4,Central
Ang Mo Kio,2022,4,26,0.0,0.0,0.0,0.0,28.7,32.1,25.7,3.4,16.5,Central
Ang Mo Kio,2022,4,27,0.0,0.0,0.0,0.0,28.2,33.1,26.6,4.1,27.4,Central
Ang Mo Kio,2022,4,28,15.6,11.4,11.8,11.8,28.2,34.0,24.9,3.7,27.0,Central
Ang Mo Kio,2022,4,29,0.0,0.0,0.0,0.0,29.3,33.7,25.9,4.8,25.2,Central
Ang Mo Kio,2022,4,30,38.6,21.0,33.0,38.4,28.1,33.5,24.6,4.3,31.7,Central
Ang Mo Kio,2022,5,1,0.0,0.0,0.0,0.0,28.7,32.4,26.5,4.6,22.4,Central
Ang Mo Kio,2022,5,2,6.4,2.4,3.4,5.4,28.3,31.7,24.3,5.9,32.8,Central
Ang Mo Kio,2022,5,3,1.2,0.4,0.8,1.2,28.8,32.4,25.3,6.9,29.8,Central
Ang Mo Kio,2022,5,4,49.2,20.8,25.4,40.8,28.3,31.2,23.7,6.8,30.6,Central
Ang Mo Kio,2022,5,5,0.0,0.0,0.0,0.0,29.7,32.6,27.3,5.4,21.3,Central
Ang Mo Kio,2022,5,6,0.0,0.0,0.0,0.0,30.2,34.5,27.9,6.0,24.4,Central
Ang Mo Kio,2022,5,7,19.4,15.0,17.0,17.6,27.7,31.4,23.5,5.8,35.0,Central
Ang Mo Kio,2022,5,8,1.0,0.2,0.4,0.6,28.1,30.3,25.7,5.3,24.4,Central
Ang Mo Kio,2022,5,9,6.4,6.4,6.4,6.4,29.4,33.7,24.9,9.0,37.4,Central
Ang Mo Kio,2022,5,10,0.0,0.0,0.0,0.0,30.3,34.4,27.0,7.8,31.7,Central
Ang Mo Kio,2022,5,11,27.4,8.6,13.6,23.0,27.9,30.7,24.1,4.5,30.2,Central
Ang Mo Kio,2022,5,12,0.0,0.0,0.0,0.0,30.0,34.6,26.9,6.5,35.0,Central
Ang Mo Kio,2022,5,13,0.0,0.0,0.0,0.0,30.0,35.6,26.8,4.1,19.8,Central
Ang Mo Kio,2022,5,14,0.0,0.0,0.0,0.0,29.8,34.7,27.3,6.1,30.6,Central
Ang Mo Kio,2022,5,15,2.8,1.6,1.6,1.6,28.7,33.9,24.4,5.1,29.8,Central
Ang Mo Kio,2022,5,16,56.6,18.0,22.2,40.4,27.1,30.9,23.5,4.9,30.2,Central
Ang Mo Kio,2022,5,17,0.0,0.0,0.0,0.0,29.4,33.6,25.7,5.2,22.6,Central
Ang Mo Kio,2022,5,18,0.0,0.0,0.0,0.0,30.4,34.9,27.1,5.8,23.7,Central
Ang Mo Kio,2022,5,19,4.8,3.2,4.0,4.6,28.3,32.7,25.4,5.2,28.2,Central
Ang Mo Kio,2022,5,20,1.2,1.2,1.2,1.2,28.1,33.8,25.4,3.9,32.4,Central
Ang Mo Kio,2022,5,21,0.0,0.0,0.0,0.0,29.2,34.0,25.9,4.5,23.7,Central
Ang Mo Kio,2022,5,22,0.0,0.0,0.0,0.0,29.9,33.3,27.3,5.6,28.5,Central
Ang Mo Kio,2022,5,23,1.6,1.4,1.6,1.6,29.4,33.5,25.4,4.7,27.0,Central
Ang Mo Kio,2022,5,24,0.0,0.0,0.0,0.0,29.5,34.0,25.8,5.6,28.9,Central
Ang Mo Kio,2022,5,25,20.2,15.6,16.8,18.6,27.8,34.5,24.3,6.1,43.2,Central
Ang Mo Kio,2022,5,26,0.0,0.0,0.0,0.0,28.9,33.7,24.6,4.8,22.4,Central
Ang Mo Kio,2022,5,27,0.0,0.0,0.0,0.0,30.2,34.9,27.4,5.5,27.0,Central
Ang Mo Kio,2022,5,28,0.0,0.0,0.0,0.0,29.7,33.1,27.0,6.4,29.1,Central
Ang Mo Kio,2022,5,29,0.0,0.0,0.0,0.0,30.8,35.2,28.1,5.9,26.7,Central
